Age,Income,Education_Years,Credit_Score,Savings_Rate,Feature_X1,Feature_X2,Feature_X3,City,Target_Label
44,31432.767517597265,14,506.9224897881952,0.4959049756746817,1.1267051368275833,-1.7073579575929467,-0.8866809222834573,Gilgit,0
59,,12,662.8104414910789,0.04958904979360795,-1.0909664302151982,-1.1165244399486591,0.5348173363459102,Islamabad,1
150,20718.68300716247,12,581.8948342525119,0.20074715793064413,-0.4108142879545848,1.2358116200069387,1.2289805024890619,Karachi,1
33,47723.22357446625,12,734.0643548988724,0.40003548434957975,-1.1057046684859357,-0.15589817793666752,-0.6373077470287948,Gilgit,1
32,58824.75809726865,18,584.7376020697609,0.10201781731444942,-0.21492103028873533,-0.5482872964906009,0.45838670355148425,Abbottabad,0
64,54214.87801602549,12,605.3816566785221,0.2775424746511431,-0.30803428418574125,0.1600182258527877,-2.0870270186020687,Islamabad,0
68,40659.50720269109,12,461.0459269054469,0.3665356480148374,0.7796605322693398,0.501782736167545,-0.5846177306571996,Abbottabad,0
61,,12,604.7693680750923,0.3079927251300895,1.3103087461196083,1.1173988159024608,-0.031058932870901952,Islamabad,0
69,42604.985980117504,12,407.61206733710435,0.09401236730770807,1.395683810789956,1.4484992298929262,-0.9096834169818336,Gilgit,1
20,41159.52864583683,16,491.6097176514277,0.1776922843428697,-0.5621680265783021,-0.35976864578908574,-0.936506374789596,Karachi,0
54,62744.03145531537,18,726.0414656144297,0.3918958922426986,-0.20922187374452778,-1.3260476860820383,-0.6677795564688862,Islamabad,1
68,55355.23228947571,14,728.5800158650832,0.2771132570660083,-1.6834381922209503,-0.413465161123276,0.29219272832637316,Islamabad,0
24,39606.35607109019,12,692.5457561784965,0.0026148067714563683,-0.8058700664961888,0.26028050658288615,-0.1873290184063747,Abbottabad,1
38,63493.99813149876,16,553.3023856870786,0.3804953800140469,0.9648516330974576,-0.9637589262106109,-2.238231233324972,Gilgit,0
26,54609.49281314914,16,645.228864385802,0.017655677470119535,1.6155828235482317,-0.9571509148950429,-2.120700152635066,Abbottabad,1
56,62192.931782584405,16,649.6397460909432,0.37286689136561607,-1.234348871879922,0.34378788154988543,-0.6068651778571754,Gilgit,0
35,59444.432628854185,14,534.1635310807458,0.1012402800826187,-0.5924642591528942,-0.04865235157045115,0.45768658605355206,Abbottabad,1
21,37565.07483616892,12,800.339830176715,0.4790367400596901,-0.02640575695892703,0.03279699541158651,-2.7475048427252347,Islamabad,0
42,41597.284397045456,18,737.7362290575671,0.18397037565104224,0.2801611588196068,-0.7584953347000695,-0.4997301761516306,Abbottabad,1
31,61209.40407684893,18,627.9035826170336,0.16346580816903955,-0.8096035199216461,-0.23040071420576733,-0.5262478565174211,Karachi,1
67,59155.55398150197,16,652.6885838994531,0.07444402516622234,0.4240610444640897,-0.9242331442683044,1.3883377782084478,Gilgit,0
26,49686.47609053778,14,670.8382807947553,0.15280210774510744,-0.47383934707091613,0.8901984111247868,-0.38502181171286365,Gilgit,1
43,51759.91074963173,14,445.82651315757096,0.4383253809141003,-0.014452270878279104,1.0352493347237526,0.38298898474092846,Islamabad,0
19,69164.97343682637,14,625.2822617479403,0.49816716881362366,0.5462842480036996,-1.8461878622380938,0.14125714008746323,Gilgit,0
37,41126.42916746255,18,581.8015752002201,0.18415476525342417,0.0064222698109378164,-0.92951086019241,-2.1305664798072006,Karachi,0
45,58206.460717550566,16,549.8379990105085,0.22430531547727128,-0.4363858905265686,-1.496529255090079,0.7682072166317373,Abbottabad,1
64,46967.110213491585,12,621.8899707114045,0.3610354691013685,-0.10960980392583083,-0.6500239344068982,0.21539650545628794,Islamabad,1
24,46734.78195159169,18,829.7686526849523,0.44309789023253726,-0.08836295920533532,-0.08343796979036086,0.5082686396745896,Karachi,0
61,,16,714.084286126701,0.2965221670933921,-0.3700110298821277,-1.44964521969853,3.9262377064363267,Gilgit,0
25,62381.245234820446,16,592.8821010217204,0.19576284908891467,-0.25879606266710237,-0.9218598131253132,-2.0841129394985884,Gilgit,1
64,62202.644540009576,12,707.2582781356159,0.20631092042431187,1.598647170504717,-1.0039573720814985,1.7246966497611085,Karachi,1
52,69582.18210731493,12,789.9355436586002,0.34780907324840343,0.5609194479412387,0.20726732939894396,-0.28744751940035557,Abbottabad,1
31,50315.05762449138,12,742.4633682912769,0.0016091318021393408,-0.29548031802916036,0.06934433703625043,0.2873289044030093,Abbottabad,0
34,60229.294569424455,14,655.9630369920175,0.30979466872992034,0.6969544045107356,-0.7217375533372533,-0.04551224530124217,Islamabad,0
53,45345.99865109816,12,585.3063222294426,0.1777465052206787,-0.33381948975600995,0.17682087213939798,-0.4242363333980435,Gilgit,0
67,54862.49528732663,16,719.822331361359,0.3970986656385421,1.1731246375866413,-0.5466800845872654,-0.5698329282387588,Karachi,0
57,48047.85418448473,12,689.348538542175,0.04649531991156608,0.3696421921980939,-0.2716551103260533,0.32950873557300914,Abbottabad,0
21,51454.93947489077,16,739.5193220027733,0.29410113347419525,-0.10730214400422888,1.673452090298537,-1.5171736966716791,Islamabad,1
19,58927.3553815537,18,713.517180168197,0.24048644494306187,0.4477169258102776,1.340461051790348,0.7505791675217656,Gilgit,0
23,37726.689751497914,14,754.9552715319335,0.3211627629526137,-1.5708761520684993,-1.2995812369275976,-0.41619440488525394,Gilgit,1
59,81385.8091352819,18,596.4764788439433,0.03242679724148417,-1.1267674689098053,0.8297324178791745,-1.1300693390403578,Islamabad,1
21,34909.73927750447,18,781.7394065634326,0.28999189371406564,-1.1939250063990554,0.8113965544915921,-0.4500128579958137,Islamabad,0
46,31787.17080818402,16,669.75996046924,0.28074229397976186,0.14294309476370676,-1.1482632887526183,1.2571492168625729,Abbottabad,1
35,67371.66310250101,18,857.5260872625265,0.28033004720808546,1.732514999485092,0.8187776437548606,-0.5353350870162231,Karachi,0
43,61874.94040944404,16,581.0812181910433,0.3017438332982274,2.2313001461926323,1.5379319184125528,0.35845361820962024,Gilgit,1
61,59361.79725578232,12,823.5963803165249,0.3382339686131811,0.6380511014407572,-1.1225448062444139,-0.7309562757154733,Karachi,0
51,59425.1826389642,12,669.7910783462647,0.4024944998403849,0.5008444749444569,-0.9175028210142636,0.7579218499236196,Gilgit,0
27,49816.29840729628,16,584.8581996385551,0.13491036006410717,-1.801057734152739,1.0176614668435024,0.6855077387902041,Gilgit,1
53,36541.18442771253,12,601.6114165945678,0.41252470509003103,-0.5426737997340217,0.271495310825648,1.8486088332964115,Karachi,0
31,51137.068372905895,14,617.9652691805679,0.2491278411317268,-0.7877837519082389,0.5514762752395233,-0.1755639454992155,Islamabad,1
48,39842.574327318325,18,692.4165946401916,0.03852913956716558,-0.620847598251116,0.3405892164004968,0.6686548047579066,Abbottabad,0
150,64626.796001266266,14,702.2835488035499,0.0292754646219896,-0.1681438185847896,0.39069592092814415,0.09806753953894455,Gilgit,0
32,47794.13927746792,18,592.6299996061421,0.1671191593480304,-0.47209057769712737,-1.326472128311083,1.2958717818630143,Islamabad,0
25,37617.54204811233,12,647.5645407739017,0.3924484885557338,-1.9792998103757877,1.0473177066214483,-0.7188323876087304,Gilgit,1
31,,14,864.2270358611863,0.3538404673704579,0.7479102561175338,1.1695899924277735,0.7450053128772811,Abbottabad,1
40,56193.97181413436,12,822.7543170100712,0.3943074823362032,-1.0727430257398065,-0.22939074406802776,-0.19469729611668168,Gilgit,0
57,41544.13170794038,18,693.6323669674032,0.2586345282208047,0.23924686411114954,-0.04347694981386243,-0.06418817710849775,Abbottabad,1
38,37666.69406650353,16,653.80034781682,0.22009949897774528,2.0740826697499735,-1.5311075025557221,0.09175248444837286,Abbottabad,0
33,53655.30817237868,16,662.0031326718262,0.07372626335314197,-0.9193845915864234,0.5142547560178349,0.2522403964266774,Gilgit,1
62,53674.49856663084,14,711.3517972730417,0.16409637680465577,-2.5302875227463297,0.5720574417141441,-0.11622904312195817,Gilgit,1
35,42395.85236943305,12,547.7207434801594,0.21700968308693763,-0.2860042218801108,-0.062191016999311004,0.21471318317052634,Abbottabad,0
64,42934.425415725156,12,624.2623462576655,0.044300214839808616,1.100959634998571,1.1243533598705027,1.5781180575621845,Islamabad,0
41,53480.74906036454,14,,0.11030597635560563,1.9583474542205939,-0.3340772309799405,0.9854496856152184,Karachi,0
43,28278.734877540137,16,689.922312260528,0.2991126470318694,-1.2295495944524168,0.5646059258936003,0.8691545924968965,Abbottabad,0
42,28888.043384351673,18,714.7195939702741,0.3678315571195949,0.4966992232365217,-1.0196643386921156,-0.4555395260238707,Gilgit,0
62,39223.33668121346,14,601.6813537700626,0.4991737556964748,-0.46531045678005334,-0.02355215087423812,-0.8892408282283243,Gilgit,1
58,46798.292724322295,18,807.3986763290033,0.46655666567177884,-0.10594835430413566,-0.17435425790283585,0.9553005582377528,Islamabad,1
46,54663.61348397007,16,527.4234336997658,0.32128259976759577,2.6443433470170348,0.22530792204094158,0.8760467925297942,Karachi,0
32,72130.34325424329,12,503.562511979018,0.210624026647036,-1.5029703283951532,-0.3695269288333586,1.472670675750982,Abbottabad,0
62,62864.89434803029,16,672.4451818559972,0.31808868235411636,0.25373966149457344,-0.1314725956716678,-0.6039806259692295,Abbottabad,0
18,47600.922050548594,14,754.7098302612154,0.392825809040116,0.4676931717654332,0.8260471714415063,-0.22954865536034708,Karachi,1
42,49714.75688145967,12,818.3927691457868,0.05916809546169366,1.0857863249393471,-0.43676423723821745,-1.6394841625254342,Abbottabad,0
24,34962.05953043287,14,604.111573713106,0.20495244484814412,0.09798315347089544,-1.6065771007386793,-0.39247110606087293,Karachi,0
26,49722.30296011415,14,757.8680833431296,0.4199011428178086,0.3080505395041023,1.7495839042054206,0.9965705105794472,Gilgit,1
41,45670.120416197926,16,646.1491530499293,0.191916475966522,-0.3916485674217911,1.3814540786904865,-0.46649537922819795,Karachi,1
18,54840.778405071345,14,632.737270005918,0.28593613561359327,0.26912694124510733,-1.2922626951056186,0.6404797952008238,Abbottabad,1
61,37591.53584671515,16,738.3659937486673,0.2938846804310991,-0.3431922754974105,0.6897078052451944,-0.19050310599781134,Karachi,1
25,57790.197713617585,12,715.232287841342,0.09223812656681968,0.6215718898560508,-0.5029747705513431,0.32405702822156063,Islamabad,0
41,72991.08369503866,16,492.36078430157505,0.1811177208261442,-0.36961033604363397,0.26348721533105957,-1.1476913898156673,Gilgit,1
28,48368.597773147136,12,797.6540349725896,0.16725564437096607,0.37710039390218647,0.2942241290134937,0.08520944963390106,Gilgit,1
68,56025.67583148412,16,788.0091354147452,0.013098354266032397,-0.029262813684978354,-0.234407800316322,-2.9911359709007233,Karachi,0
34,60352.159875666686,18,587.443729849047,0.012095881945677622,1.1260502507721681,-0.7837656655863965,-0.18689615816198485,Abbottabad,0
25,43981.692921712456,18,689.5803533437409,0.41584852183788673,-0.05139372358848624,-0.6905410523162594,-1.6304732437151401,Islamabad,0
52,53361.38722715625,14,699.4030186282739,0.1365354049864062,-1.7730324682068814,-0.9161919154812425,1.205994516546816,Gilgit,1
52,50188.88601172692,16,676.0673765823907,0.2590393831194077,1.2619215007139917,-0.8318222082304447,0.7774073527645112,Gilgit,0
50,51465.14147823248,16,594.969484615458,0.14936278679438653,-0.9057323008626189,-0.06717829004935526,0.46667098196608103,Abbottabad,1
22,38404.853242168,12,582.8376632061949,0.47033962255767026,-0.6537663386488198,-0.7157599891107518,1.52100622715938,Abbottabad,1
59,50367.652613884144,14,647.4445929008555,0.12964837943288687,-0.5956612940434921,0.6820520657126199,-0.9489165208248372,Islamabad,1
56,57469.974368681746,16,767.2729019259365,0.21482840636946754,1.3744380931708173,1.4872461553359273,1.7473631979155582,Karachi,0
58,71767.15411692562,14,704.3600154594433,0.4363651252423009,-2.1356742139786955,-0.580053241370043,0.9321915642603847,Abbottabad,1
45,64389.0623912781,18,612.9385667913893,0.4209667833959043,3.1377485336599937,0.23940450053537707,-0.23655528721894603,Karachi,0
24,82297.73686267334,16,727.1698710648345,0.09305070892313866,1.0560568090660518,0.49968511030293383,1.1356201471829441,Islamabad,0
150,38489.78655667926,16,365.1457379369925,0.4013216548978552,0.22323891412915967,0.4720022709192744,-1.1062935124116342,Karachi,0
25,63084.80955081017,14,764.8765700372103,0.22909344336894633,-0.05489400061628639,0.07595526791608741,-0.8245141615276735,Gilgit,1
29,52750.130086075274,16,476.02862212219003,0.2414844360426776,0.28555407485765694,0.7426824183597224,-0.6085897232397004,Karachi,1
51,82847.04399826509,14,613.7559058596868,0.06673998620797189,0.5211224283793383,0.4822489526806572,-0.5289777080640152,Islamabad,1
50,37875.525719672725,16,538.0330105373856,0.04030075687856233,0.645215585950057,-1.2376624223272978,-1.0565576427602528,Islamabad,0
65,37404.17236728836,12,520.5318524279094,0.3639696534868826,0.5556044660034485,0.8691560643892732,1.223083067095325,Islamabad,1
40,41009.11031833967,14,766.0826787378519,0.24823057617764988,0.08958068125524882,0.8872908372667421,-0.25885440036983165,Karachi,1
41,18141.564135352895,16,603.2298798688108,0.21842535130758978,-0.1973384203073261,-0.7632861041785816,0.35250496835687956,Gilgit,1
54,42113.674674788585,18,684.6503881730716,0.36475411432619836,-0.1512732836535117,0.03793783544760203,-0.5703513664136806,Abbottabad,1
52,,16,645.3079421120816,0.3827564494955549,-0.194908280352681,0.6833289928110694,-1.8206033005485172,Gilgit,1
61,52255.906797143114,18,697.7040827223121,0.07945408383467678,1.1337700968670645,-0.20931381957936157,0.2700573583914221,Karachi,0
57,55126.339636657394,18,657.6821891060256,0.30511257473882064,0.5935567222808619,1.0729780477660118,-1.9122549754197768,Karachi,0
39,,12,521.700777581143,0.06767704113884276,-2.9403886346642802,2.3638724946193608,-0.06863404608546861,Abbottabad,0
44,64256.35757279075,14,749.626681944714,0.37568754301452284,0.655900776529761,-0.7859860326349823,-1.3683150388328105,Karachi,0
52,,16,600.6243416838688,0.32847757813356976,0.19473619471877485,-1.3810446031537749,1.987275999230808,Islamabad,1
18,36523.77992977463,12,494.34181013402485,0.478307310541729,-0.018708756445897416,0.30381859560487573,0.9113627221747217,Islamabad,0
52,57378.78757259758,16,607.1884839034087,0.03447900817821059,-0.38851845308888583,0.7215625051261435,0.10575379127148042,Islamabad,1
54,30196.501894690366,18,800.0759790634311,0.02852736057562716,1.1241127199860135,-0.23086637384476896,1.2637066776546686,Islamabad,0
64,77471.8814878153,14,735.0221742113492,0.14109353734660007,0.9475264621228578,1.4532606633210343,-0.8463159774657358,Islamabad,0
150,67691.60181081931,16,615.134786559214,0.13085284186795298,-0.7728776678236091,-1.3386057997232488,0.543479378670093,Karachi,0
20,42962.365218429426,16,615.0742295681571,0.12348939953599991,0.4070522871245351,0.6929186230316111,0.1998104337187135,Abbottabad,1
18,24302.98206363684,18,617.8364948782618,0.45312729026051835,-0.971656734541286,-0.6058608207588934,0.26402008133367,Abbottabad,1
22,70308.0856124812,16,857.6747983560841,0.12477309992475305,-1.3796181647889305,1.7193779062072967,1.2723535001067678,Islamabad,0
43,48281.902321210735,16,688.1935452231553,0.1359748630643155,-0.6267172245899651,1.9925153531681183,0.7324921027798023,Karachi,1
31,68567.24467960192,18,,0.37969913120898185,0.8623934723827588,-0.7666565877833479,0.28872366282502326,Gilgit,0
56,26083.585118084495,12,753.0283454031842,0.22486992122527,0.9531250453760867,-0.5495571359085801,-1.6548874362282961,Gilgit,0
44,41009.374655693406,18,673.8789159026513,0.3883552784775906,0.513085420097293,0.8595878869798019,-0.9600462952794637,Karachi,0
26,50078.65549577275,12,624.0957854179297,0.03268307878219262,0.7250957868479971,-0.3871306497895146,-0.12270893359572414,Islamabad,1
32,50704.70890647113,14,630.3650150915022,0.24378559683669215,0.5161782871149584,-0.04541121793223822,0.09337237427665124,Abbottabad,0
32,43249.01792781134,12,642.8398740585936,0.016806800091641316,-0.6414815952229522,0.02538842054241018,-1.1302037246739238,Karachi,0
43,59342.748985212485,12,,0.03132660172767726,0.43192254467394064,-1.9196731561976563,2.411676675578421,Gilgit,0
59,33985.69355926108,14,722.762954363698,0.4532187266722055,0.8004095252276823,-0.01383774609423725,1.5163940552535728,Gilgit,1
30,47864.3077246806,12,655.1945885807299,0.06962268555879758,0.7542913298135743,-0.6897277740641738,0.6021183203924835,Gilgit,0
68,51804.434475678485,18,723.264007721558,0.26621034113760855,1.188913371474643,-0.493122822399772,0.07203686128374476,Islamabad,1
49,57716.582510881235,12,641.9283419891418,0.20554780130035327,0.7083038472010638,1.4436320034688142,-0.21220896990115168,Gilgit,0
56,60674.223171333346,14,657.863519031609,0.17367166312942134,0.3514482075415829,-1.2565068942792563,-0.9519184600222356,Karachi,1
66,33130.36862243196,18,450.17993154678925,0.44991667284363623,1.0701502383164274,0.8132051867479773,0.07748051851886253,Karachi,0
69,26988.287438965664,14,741.6327674702482,0.01091169838774475,-0.026521259249060063,-0.2789629303318085,0.2577525401427507,Gilgit,0
49,69165.15232847763,14,684.6488475897993,0.33189484308779454,-0.8818746512277178,-0.2797601684958344,-1.2417605754816243,Karachi,1
21,54984.71017969387,16,749.8010109859653,0.4816972171067752,-0.16306696394376388,0.7903718960517113,0.33417641724489744,Gilgit,1
47,38772.701951651696,16,360.3744621806311,0.28008409173092097,-0.7449026448064491,0.34005129456889044,-0.15525904882474875,Gilgit,0
54,73267.27963283785,14,858.8374704780728,0.4684112310165459,-0.6751782749743815,0.570612997219531,-1.907807557877391,Abbottabad,1
40,51735.11951439288,14,636.0410371844827,0.026128939643011884,-0.14451867071551783,0.9681846605328611,-0.8603850107795019,Islamabad,0
56,67689.45776095739,14,760.8182816737517,0.2093966595370807,-0.7924199209999613,-0.33130838318332273,-0.41360553342164424,Islamabad,0
62,51012.777221151635,16,546.009407287447,0.13007889548102558,-0.3079615296390403,-0.6122367345077503,1.8876876573401904,Abbottabad,0
32,80911.21887322981,16,711.277390506257,0.3654104824903649,-1.8936146669537857,-1.085150526557798,0.5565531245337582,Abbottabad,1
60,76330.11263664806,12,544.6584436826344,0.49064854524862334,0.21329370737293857,-0.8254105299789551,-1.3354815690998914,Islamabad,0
46,46265.5377728139,12,587.6231039304195,0.1282650312221239,0.0012054753622242368,2.9490944253087252,0.486036289417637,Gilgit,1
53,,14,841.4031353866786,0.32708730073703723,-0.8170886310681906,1.2446795807367868,-1.5473039889383655,Gilgit,0
30,59680.639243777216,18,630.9317599236654,0.09904881637987006,0.6592456684324051,-1.3510743662080213,1.0826910538870733,Islamabad,1
49,70529.47336298523,18,671.7432873179723,0.28266512728580495,0.9375701376265584,-1.3224579567435701,-0.4711246518178786,Gilgit,1
24,35526.14809129843,16,737.0067730688754,0.2319662433441681,-1.6075598643689741,0.4818660617184915,-0.09363618873917084,Abbottabad,0
68,60290.77189997659,16,699.5681887972605,0.48600266481576854,-0.7627247785662142,0.547264797377967,1.32579664754219,Gilgit,1
39,65876.36730274382,16,665.0418905143576,0.3042636363482333,-0.7691423497872982,0.5488838353173644,-1.28716356858425,Gilgit,0
45,23618.907703653287,14,686.4961002466225,0.1747531860434094,-0.9399031011088647,-0.25495579355369785,-1.3971181851129912,Karachi,0
19,32251.122310013372,18,890.3415585238275,0.057047892443966686,0.8294748419317485,-0.12545426000290022,-0.5835993263460049,Karachi,0
59,19411.51733359849,12,644.2381202966415,0.07562341436746728,-0.19382613877280352,0.3278795241593574,1.0383788510193166,Karachi,0
62,45958.89748333163,14,670.1099046714968,0.11265846497561754,-0.26451484131061076,0.08589300629333041,-1.5193460754768424,Gilgit,0
23,60763.133836939436,12,755.0654396007612,0.125483330670149,-2.0038623644067535,-2.219300372747535,-2.832155598110569,Islamabad,1
45,72535.35578144042,12,760.5525932957984,0.4253080289205689,0.6354180302092264,-0.22979963057519381,-0.4511588584089988,Abbottabad,0
45,51111.42170629663,14,768.703030556038,0.28061139414126246,-1.2392583948534726,-0.8514064342603136,0.5517407999109204,Gilgit,1
61,74429.23318356938,12,713.8730222029185,0.2616954556871832,0.05993263026632825,0.17521141890851205,1.2002617497388293,Islamabad,1
61,29298.47812677663,18,535.6995087269516,0.057384435934608735,0.2773769379581917,2.98525900260341,-0.463161362085399,Gilgit,0
37,24449.26340967268,12,813.3431532301096,0.4300698466747175,1.360658595838651,0.3674816654743044,-0.41142660711600243,Abbottabad,1
47,49166.78451655072,18,535.3654606981312,0.36140715160424186,-1.308820399119112,-0.3135296861723979,1.1539007342557472,Gilgit,0
28,55760.98173408961,18,680.2635465239033,0.03383418095000079,-3.0195121558208253,0.9218015019772522,-1.8697416996954206,Abbottabad,1
150,49509.578778588606,18,574.5724149980642,0.35391754861488434,0.18384954475369486,0.4826878872092127,-0.38852077518300926,Gilgit,1
42,18988.36849940185,16,643.5861653407007,0.27176910867132303,1.8005111815108537,0.4200944904518413,0.19042388992505774,Abbottabad,1
56,48663.19940730817,12,682.8762410303481,0.04086267287338913,1.2389463529394373,0.606850593215671,0.44921872128503426,Gilgit,0
50,30432.957492427202,14,682.1357215450273,0.22915032076432823,0.20965941527462578,2.0565435648295414,-0.5098066931908826,Abbottabad,1
18,60045.08823245058,14,692.1920754235284,0.2423481435650235,-0.49163618563204736,-1.1308884353259157,0.03444101170584135,Karachi,0
44,55498.973691452724,12,811.3711269058647,0.08288727008163788,0.8071225966373103,0.47363207681145447,-2.4883273534129895,Gilgit,1
69,35901.80320508967,16,695.353430151398,0.47284907350014116,-0.9735461997044687,-0.9263811299815384,-0.6582484123338483,Gilgit,1
30,42291.9962399496,16,625.5843364709351,0.42498768574033097,0.47635776935621926,0.5555126463422483,0.4535087125544674,Islamabad,1
58,34111.79717166573,18,746.4087168288357,0.33451116866455416,0.5054701591666269,-0.9186865114860944,-0.9822940342546795,Islamabad,1
20,49059.813540902425,12,768.9470488924641,0.2311477805003036,1.0602099074988798,-0.4173668136050844,0.058984221589597374,Abbottabad,0
56,64327.134807518574,12,527.2392184863007,0.20588277079225425,2.7596600389110777,-0.2950899142379063,0.446872500802698,Gilgit,0
23,35214.10930496684,14,709.7400069849858,0.3254867335754771,0.39241596717876703,0.975816719344709,-0.34254920085776497,Abbottabad,1
25,57560.697732767665,12,,0.27271593470345273,-0.5089636257074988,0.9184544439424138,0.1704637709965709,Karachi,1
44,42046.13572441339,16,620.2436496640008,0.031136552940942808,-0.025574312191994436,-1.2457173764463845,-0.9627325652846123,Islamabad,0
26,38106.907516064835,12,787.570681331162,0.25625132438516585,-1.7690759048891183,0.054934110999848726,-0.20661127969604665,Abbottabad,0
54,48394.544600681635,14,634.9944412967474,0.40320180861641974,-0.6947131310890582,-0.7095798547491726,0.6102161695892225,Abbottabad,0
50,34471.365163709386,18,662.5576453471542,0.22961993879847903,-0.409282438113104,-1.2585049106753345,0.15697296096843422,Islamabad,0
68,41695.26041979227,14,632.6928175716131,0.025978288777134206,-0.5240883979345925,-0.21701705042437042,-0.5865312695639355,Gilgit,1
59,32031.831611167272,14,651.5579047581467,0.39313909969201655,0.152354872033722,-0.3084827884558197,0.224216404290793,Abbottabad,1
61,79470.87699374584,18,540.3724913104799,0.1006818910679872,-0.8224199323822006,2.4267164863455224,0.714609790636618,Islamabad,0
41,50528.95327957593,14,505.99491174057056,0.1293104174440194,1.1210306673244714,0.43295982536069616,-2.049941278577478,Gilgit,0
32,39504.117380111216,14,809.4505063224972,0.08235317671614795,0.00020706491819709385,-1.3776175007542373,1.1590740649558977,Karachi,0
49,53209.69866101333,12,565.3038651681672,0.16510753243574877,-0.009300321138614417,-0.5647740041709423,-0.336254738681072,Islamabad,0
49,48315.07925463755,12,550.8607650543693,0.3783757528443175,-0.32789471651291785,1.0213832954293984,0.42548993324023027,Abbottabad,0
41,46685.45600700165,18,434.6609886396285,0.25969292975196867,0.15519068385897913,2.088442772869925,1.197246923645228,Karachi,0
58,59212.50050065138,12,586.1038252310498,0.10244063707535628,0.8250982646676347,-1.5859833122379583,-1.371673697230466,Gilgit,1
